[129 x 273 from (540, 293)]
[74 x 244 from (567, 311)]
[76 x 241 from (566, 310)]
[78 x 239 from (566, 312)]
[79 x 238 from (565, 312)]
[77 x 241 from (565, 309)]
[76 x 241 from (566, 309)]
[75 x 242 from (566, 308)]
[76 x 238 from (565, 308)]
[78 x 237 from (565, 309)]
[75 x 242 from (567, 305)]
[77 x 240 from (564, 306)]
[78 x 244 from (563, 300)]
[80 x 239 from (563, 305)]
[81 x 241 from (561, 301)]
[76 x 242 from (565, 302)]
[77 x 245 from (565, 299)]
[81 x 240 from (561, 300)]
[78 x 242 from (564, 300)]
[74 x 238 from (567, 299)]
[76 x 240 from (567, 298)]
[79 x 243 from (564, 297)]
[77 x 245 from (566, 295)]
[74 x 239 from (568, 296)]
[77 x 242 from (566, 294)]
[75 x 247 from (569, 289)]
[74 x 243 from (569, 291)]
[76 x 246 from (569, 288)]
[76 x 243 from (570, 288)]
[78 x 245 from (569, 287)]
[80 x 247 from (569, 285)]
[81 x 245 from (570, 287)]
[80 x 245 from (569, 287)]
[82 x 250 from (567, 285)]
[79 x 247 from (572, 285)]
[77 x 252 from (572, 280)]
[81 x 252 from (571, 284)]
[79 x 251 from (573, 285)]
[80 x 252 from (572, 284)]
[80 x 251 from (572, 285)]
[81 x 253 from (572, 284)]
[79 x 257 from (572, 282)]
[83 x 253 from (571, 285)]
[85 x 259 from (571, 283)]
[81 x 255 from (571, 283)]
[79 x 257 from (572, 283)]
[83 x 261 from (572, 283)]
[81 x 260 from (571, 282)]
[88 x 259 from (567, 282)]
[85 x 264 from (571, 282)]
[86 x 265 from (568, 280)]
[86 x 264 from (569, 279)]
[84 x 263 from (569, 280)]
[85 x 267 from (569, 276)]
[84 x 267 from (569, 276)]
[83 x 266 from (569, 277)]
[87 x 264 from (568, 277)]
[87 x 266 from (568, 275)]
[86 x 267 from (568, 275)]
[89 x 271 from (567, 273)]
[91 x 267 from (567, 273)]
[87 x 273 from (568, 271)]
[85 x 274 from (569, 269)]
[85 x 273 from (569, 270)]
[84 x 272 from (570, 270)]
[86 x 273 from (570, 269)]
[86 x 275 from (570, 265)]
[90 x 275 from (570, 266)]
[90 x 278 from (569, 262)]
[91 x 276 from (569, 264)]
[93 x 282 from (572, 259)]
[94 x 281 from (571, 260)]
[94 x 280 from (572, 260)]
[90 x 277 from (573, 265)]
[91 x 279 from (572, 263)]
[94 x 280 from (574, 261)]
[96 x 290 from (575, 257)]
[94 x 284 from (572, 259)]
[95 x 285 from (573, 260)]
[94 x 284 from (574, 261)]
[90 x 284 from (575, 263)]
[93 x 290 from (574, 258)]
[92 x 291 from (574, 255)]
[91 x 297 from (575, 252)]
[95 x 295 from (573, 255)]
[93 x 298 from (576, 251)]
[97 x 304 from (571, 250)]
[93 x 301 from (572, 250)]
[94 x 306 from (573, 245)]
[96 x 308 from (571, 245)]
[100 x 307 from (569, 247)]
[95 x 306 from (571, 245)]
[97 x 308 from (569, 243)]
[96 x 312 from (569, 243)]
[103 x 310 from (566, 243)]
[99 x 316 from (571, 239)]
[98 x 312 from (568, 241)]
[98 x 314 from (570, 239)]
[97 x 310 from (570, 241)]
[101 x 319 from (567, 236)]
[104 x 319 from (566, 236)]
[102 x 320 from (570, 238)]
[105 x 314 from (567, 237)]
[100 x 315 from (571, 236)]
[98 x 317 from (571, 235)]
[102 x 327 from (571, 225)]
[104 x 328 from (570, 225)]
[101 x 326 from (572, 225)]
[102 x 326 from (572, 225)]
[104 x 331 from (570, 223)]
[106 x 335 from (569, 219)]
[101 x 333 from (573, 219)]
[104 x 338 from (571, 216)]
[106 x 341 from (569, 214)]
[103 x 337 from (571, 216)]
[111 x 338 from (567, 217)]
[104 x 336 from (570, 218)]
[101 x 343 from (573, 215)]
[106 x 341 from (571, 212)]
[108 x 345 from (569, 212)]
[105 x 344 from (572, 212)]
[108 x 348 from (572, 208)]
